Gene ID,TCGA-38-4625-11A-01R-1758-07,TCGA-38-4625-01A-01R-1758-07
TRAPPC5|126003,1457.2697,730.236
TRAPPC6A|79090,899.0011,631.6973
TRAPPC6B|122553,1489.4562,617.4597
TRAPPC9|83696,337.4029,675.5339
TRAT1|50852,53.2741,29.9738
TRDMT1|1787,89.9001,141.2514
TRDN|10345,0,0.3747
TREH|11181,0,2.248
TREM1|54210,74.3618,3246.1596
TREM2|54209,631.5205,2272.012
TREML1|340205,3.3296,12.3642
TREML2P1|221438,0,0
TREML2|79865,7.7691,21.731
TREML3|340206,117.6471,8.9921
TREML4|285852,2.2198,9.7415
TRERF1|55809,479.4673,152.1169
TREX1|11277,343.3629,513.417
TREX2|11219,1.1543,3.372
TRHDE|29953,1.1099,184.3949
TRHR|7201,0,0
TRH|7200,0,2.9974
TRIAP1|51499,1728.0799,606.5942
TRIB1|10221,611.5427,2825.4028
TRIB2|28951,259.7114,782.3155
TRIB3|57761,307.4362,418.8835
TRIL|9865,953.3851,156.613
TRIM10|10107,0,0.7493
TRIM11|81559,261.9312,461.5961
TRIM13|10206,554.717,664.1589
TRIM14|9830,282.3751,1258.8985
TRIM15|89870,0,0
TRIM16L|147166,2413.9845,94.9269
TRIM16|10626,3932.2974,522.7389
TRIM17|51127,14.4284,12.7389
TRIM21|6737,520.5327,917.5721
TRIM22|10346,1064.3729,2588.61
TRIM23|373,453.9401,372.7988
TRIM24|8805,1207.5472,388.535
TRIM25|7706,443.9512,1030.3484
TRIM26|7726,721.4206,1381.4163
TRIM27|5987,1459.4895,1254.0277
TRIM28|10155,5761.3762,4112.7763
TRIM29|23650,34.4062,280.6294
TRIM2|23321,4862.3751,626.4519
TRIM31|11074,7.7691,1.8734
TRIM32|22954,260.8213,288.4976
TRIM33|51592,981.1321,693.5182
TRIM34|53840,130.9656,344.6984
TRIM35|23087,213.0966,565.755
TRIM36|55521,35.5161,48.3327
TRIM37|4591,496.4373,405.8524
TRIM38|10475,791.343,618.2091
TRIM39|56658,285.9711,411.716
TRIM3|10612,156.4928,298.9884
TRIM40|135644,0,0.3747
TRIM41|90933,225.5827,773.8666
TRIM42|287015,0,0
TRIM43|129868,0,0
TRIM44|54765,420.6437,1042.338
TRIM45|80263,187.5694,35.9685
TRIM46|80128,49.9445,14.2375
TRIM47|91107,103.2186,400.5245
TRIM48|79097,0,0
TRIM49L|729384,0,0
TRIM49|57093,0,0
TRIM4|89122,698.1132,1194.8295
TRIM50|135892,1.1099,4.1214
TRIM52|84851,106.5483,86.9239
TRIM53|642569,0,0
TRIM54|57159,17.758,16.8602
TRIM55|84675,0,21.731
TRIM56|81844,82.131,221.8059
TRIM58|25893,0,76.8602
TRIM59|286827,264.5394,49.1045
TRIM5|85363,280.6437,446.3619
TRIM6-TRIM34|445372,0,0
TRIM60|166655,0,0
TRIM61|391712,6.6593,19.1083
TRIM62|55223,109.8779,112.7763
TRIM63|84676,0,5.2454
TRIM64|120146,0,0
TRIM65|201292,254.162,608.4676
TRIM66|9866,46.6149,99.2881
TRIM67|440730,28.8568,0.3747
TRIM68|55128,33.2963,393.4058
TRIM69|140691,19.9778,5.5114
TRIM6|117854,32.1865,19.8576
TRIM71|131405,0,2.248
TRIM72|493829,0,0.3747
TRIM74|378108,0,3.372
TRIM77|390231,0,0
TRIM78P|117852,9.0344,1.746
TRIM7|81786,44.3951,32.2218
TRIM8|81603,762.4861,2891.3451
TRIM9|114088,72.1421,16.1109
TRIML1|339976,0,0.3747
TRIML2|205860,0,0.7493
TRIOBP|11078,522.7525,2326.7141
TRIO|7204,601.5538,971.8996
TRIP10|9322,863.485,1131.1353
TRIP11|9321,372.919,334.9569
TRIP12|9320,1729.1898,1916.4481
TRIP13|9319,985.5716,64.0689
TRIP4|9325,514.9834,536.5305
TRIP6|7205,1811.3208,1346.9464
TRIT1|54802,665.9267,264.5185
TRMT112|51504,5430.6326,2851.2552
TRMT11|60487,372.919,206.4444
TRMT12|55039,420.6437,268.6399
TRMT1|55621,738.0688,419.6328
TRMT2A|27037,569.3674,554.5148
TRMT2B|79979,311.8757,306.8565
TRMT5|57570,843.5072,306.1072
TRMT61A|115708,461.7092,430.1236
TRMT61B|55006,726.293,216.8453
TRMT6|51605,1153.1632,346.1971
TRMU|55687,493.8957,153.9903
TRNAU1AP|54952,634.8502,503.5594
TRNP1|388610,61.0433,397.5272
TRNT1|51095,419.5339,232.1843
TROAP|10024,866.8147,3.372
TROVE2|6738,1303.4406,946.0097
TRO|7216,41.0655,34.0952
TRPA1|8989,5.6382,3.7692
TRPC1|7220,426.1931,89.172
TRPC2|7221,2.2198,16.8602
TRPC3|7222,0,15.7362
TRPC4AP|26133,2597.1143,2521.9183
TRPC4|7223,11.0988,13.8629
TRPC5|7224,0,0
TRPC6|7225,113.2075,780.8168
TRPC7|57113,0,0
TRPM1|4308,0,0
TRPM2|7226,491.6759,124.3912
TRPM3|80036,2.2198,1.8734
TRPM4|54795,235.2941,699.5129
TRPM5|29850,0,0.7493
TRPM6|140803,3.3296,7.8681
TRPM7|54822,387.3474,671.0378
TRPM8|79054,8.879,0.3747
TRPS1|7227,205.3274,136.7553
TRPT1|83707,361.8202,369.4268
TRPV1|7442,119.8668,37.4672
TRPV2|51393,239.7336,4041.5886
TRPV3|162514,0,0
TRPV4|59341,270.8102,267.5159
TRPV5|56302,0,0
TRPV6|55503,0,13.4882
TRRAP|8295,602.7192,726.2645
TRUB1|142940,931.1876,472.4616
TRUB2|26995,1265.2608,511.4275
TRY6|154754,28.8568,0
TRYX3|136541,0,0
TSC1|7248,205.3274,531.6598
TSC22D1|8848,3965.5938,10992.5066
TSC22D2|9819,469.4784,635.0693
TSC22D3|1831,796.8923,11487.8232
TSC22D4|81628,877.9134,1505.4327
TSC2|7249,489.4562,1193.7055
TSEN15|116461,1586.0155,672.9112
TSEN2|80746,154.273,125.8898
TSEN34|79042,2407.3252,1198.9509
TSEN54|283989,934.5172,446.2345
TSFM|10102,1113.2075,541.4013
TSG101|7251,1741.3984,1799.5504
TSG1|643432,0,0.3747
TSGA10IP|254187,1.1099,3.7467
TSGA10|80705,66.5927,86.1746
TSGA13|114960,0,0
TSGA14|95681,178.6903,177.5946
TSHB|7252,0,0
TSHR|7253,3.3296,0
TSHZ1|10194,162.0422,570.6257
TSHZ2|128553,100.9989,17.9843
TSHZ3|57616,78.8013,159.2357
TSIX|9383,0,242.4091
TSKS|60385,0,6.7441
TSKU|25987,6833.5183,522.293
TSLP|85480,27.7469,37.4672
TSNARE1|203062,129.8557,284.3762
TSNAX-DISC1|100303453,0,0
TSNAXIP1|55815,9.9889,53.2034
TSNAX|7257,2026.6371,1411.39
TSN|7247,3866.8147,1695.0169
TSPAN10|83882,73.2519,18.7336
TSPAN11|441631,32.1865,275.7587
TSPAN12|23554,284.1287,2074.1851
TSPAN13|27075,59179.8002,6463.0948
TSPAN14|81619,1579.3563,4187.3361
TSPAN15|23555,1073.2519,1597.2274
TSPAN16|26526,0,0
TSPAN17|26262,1783.5738,933.683
TSPAN18|90139,43.2852,970.7756
TSPAN19|144448,0,85.0506
TSPAN1|10103,965.5938,2436.4931
TSPAN2|10100,140.9545,159.2357
TSPAN31|6302,1863.485,1929.9363
TSPAN32|10077,7.7691,164.4811
TSPAN33|340348,1128.7458,289.9963
TSPAN3|10099,3167.5916,7219.1832
TSPAN4|7106,644.8391,2702.885
TSPAN5|10098,74.3618,64.8183
TSPAN6|7105,3710.3219,642.1881
TSPAN7|7102,5365.1498,2748.2203
TSPAN8|7103,102.1088,606.2196
TSPAN9|10867,769.1454,2122.8925
TSPO2|222642,0,0
TSPO|706,2619.3119,8444.3612
TSPY1|7258,0,0
TSPY2|64591,0,0
TSPY3|728137,0,0
TSPY4|728395,0,0
TSPYL1|7259,762.3751,2546.5305
TSPYL2|64061,297.4473,620.0824
TSPYL3|128854,36.626,13.8629
TSPYL4|23270,270.8102,526.7891
TSPYL5|85453,720.3108,508.0555
TSPYL6|388951,1.1099,0
TSR1|55720,1541.7758,583.6193
TSR2|90121,799.1121,940.8018
TSSC1|7260,642.6193,449.9813
TSSC4|10078,271.9201,844.8857
TSSK1B|83942,0,2.9974
TSSK2|23617,0,0
TSSK3|81629,16.8479,11.3226
TSSK4|283629,2.2198,6.7441
TSSK6|83983,12.2087,8.9921
TSTA3|7264,2048.8346,1099.2881
TSTD1|100131187,1570.4772,1340.9517
TSTD2|158427,185.7603,375.7999
TST|7263,290.788,1688.6474
TTBK1|84630,1.1099,0.7493
TTBK2|146057,14.4284,44.9607
TTC12|54970,139.8446,239.4155
TTC13|79573,228.6349,171.5999
TTC14|151613,548.2797,314.7246
TTC15|51112,364.04,929.9363
TTC16|158248,0,41.5886
TTC17|55761,1235.2941,891.7197
TTC18|118491,13.4517,65.163
TTC19|54902,888.6349,1256.1184
TTC1|7265,3527.192,1061.8209
TTC21A|199223,11.0988,75.3091
TTC21B|79809,326.3041,322.5927
TTC22|55001,76.5816,63.3196
TTC23L|153657,12.2087,5.9948
TTC23|64927,142.0644,225.9273
TTC24|164118,3.3296,0.3747
TTC25|83538,21.0877,141.6261
TTC26|79989,210.8768,86.1746
TTC27|55622,579.3563,337.9543
TTC28|23331,79.9112,802.9187
TTC29|83894,0,96.6654
TTC30A|92104,827.9689,320.3447
TTC30B|150737,391.7869,278.7561
TTC31|64427,339.6226,378.4189
TTC32|130502,167.5916,56.9502
TTC33|23548,840.1776,630.5732
TTC35|9694,1244.1731,845.6351
TTC36|143941,0,0
TTC37|9652,1226.4151,891.3451
TTC38|55020,289.6781,1101.9108
TTC39A|22996,780.2442,683.0274
TTC39B|158219,640.3996,320.3447
TTC39C|125488,243.0633,260.3972
TTC3|7267,1971.1432,1671.7872
TTC4|7268,512.7636,514.4249
TTC5|91875,1680.3552,291.4949
TTC7A|57217,615.8824,2302.6789
TTC7B|145567,213.0966,741.1015
TTC8|123016,933.4073,289.6216
TTC9B|148014,9.9889,0
TTC9C|283237,443.9512,248.7823
TTC9|23508,284.1287,332.7089
TTF1|7270,189.7891,265.2679
TTF2|8458,590.455,154.7396
TTK|7272,719.2009,3.372
TTLL10|254173,1.1099,73.8104
TTLL11|158135,42.1754,85.0506
TTLL12|23170,320.7547,887.5984
TTLL13|440307,4.0733,4.1701
TTLL1|25809,56.6038,190.7081
TTLL2|83887,17.758,1.4987
TTLL3|26140,445.3718,179.2357
TTLL4|9654,490.566,272.3867
TTLL5|23093,596.0044,248.7823
TTLL6|284076,0,14.9869
TTLL7|79739,137.6249,56.9502
TTLL8|164714,0,0
TTLL9|164395,25.5272,19.8576
TTL|150465,541.6204,876.7329
TTN|7273,99.4562,88.033
TTPAL|79183,649.2786,225.178
TTPA|7274,3.3296,3.7467
TTR|7276,0,6.7441
TTTY10|246119,0,0
TTTY11|83866,0,0
TTTY12|83867,0,0
TTTY13|83868,0,0
TTTY14|83869,0,0
TTTY15|64595,27.7469,0
TTTY16|252948,0,0
TTTY17A|252949,0,0
TTTY17B|474151,0,0
TTTY18|252950,0,0
TTTY19|252952,0,0
TTTY1B|100101116,0,0
TTTY20|252951,0,0
TTTY21|252953,0,0
TTTY22|252954,0,0
TTTY23|252955,0,0
TTTY2|60439,0,0
TTTY3B|474148,0,0
TTTY4C|474150,0,0.3747
TTTY5|83863,0,0
TTTY6B|441543,0,0
TTTY6|84672,0,0
TTTY7|246122,0,0
TTTY8|84673,0,0
TTTY9B|425057,0,0
TTYH1|57348,119.8668,1.8734
TTYH2|94015,81.1876,189.0071
TTYH3|80727,1049.9445,1064.0689
TUBA1A|7846,4384.0178,7600.7231
TUBA1B|10376,28639.3008,21189.7677
TUBA1C|84790,9384.0178,2623.4545
TUBA3C|7278,0,0
TUBA3D|113457,2.2198,0.3747
TUBA3E|112714,2.2198,0
TUBA4A|7277,488.3463,866.9914
TUBA4B|80086,0,154.7396
TUBA8|51807,24.4173,29.704
TUBAL3|79861,4.4395,6.3694
TUBB1|81027,11.0988,104.1589
TUBB2A|7280,1537.1809,357.0626
TUBB2B|347733,177.5805,5.118
TUBB2C|10383,2298.5572,6359.6853
TUBB3|10381,1393.2408,44.2113
TUBB4Q|56604,4.4395,4.4961
TUBB4|10382,120.9767,40.8393
TUBB6|84617,871.0433,2714.2001
TUBB8|347688,6.6593,5.6201
TUBBP5|643224,48.8346,76.0584
TUBB|203068,22554.939,8635.8187
TUBD1|51174,412.8746,219.1832
TUBE1|51175,184.2397,241.2889
TUBG1|7283,1160.9323,530.1611
TUBG2|27175,214.2064,364.1813
TUBGCP2|10844,913.4295,1597.6021
TUBGCP3|10426,302.9967,489.6965
TUBGCP4|27229,125.4162,161.109
TUBGCP5|114791,199.778,245.7849
TUBGCP6|85378,326.3041,512.1768
TUB|7275,84.3507,140.1274
TUFM|7284,7640.3996,3970.4009
TUFT1|7286,388.4573,476.2083
TUG1|55000,1150.9434,1698.7636
TULP1|7287,1.1099,0.7493
TULP2|7288,1.1099,1.4987
TULP3|7289,469.4784,473.2109
TULP4|56995,221.9756,453.3533
TUSC1|286319,307.4362,429.749
TUSC2|11334,570.4772,824.6534
TUSC3|7991,6210.8768,468.7149
TUSC5|286753,0,2.6227
TUT1|64852,196.4484,505.8074
TWF1|5756,4114.3174,1371.3001
TWF2|11344,1075.3718,2111.3263
TWIST1|7291,43.2852,0.7493
TWIST2|117581,9.9889,64.0689
TWISTNB|221830,413.9845,454.1027
TWSG1|57045,3493.8957,1363.432
TXK|7294,3.3296,8.2428
TXLNA|200081,682.5749,1339.8277
TXLNB|167838,12.2087,86.9239
TXLNG|55787,113.2075,143.8741
TXN2|25828,1580.4661,2038.5912
TXNDC11|51061,1208.657,2817.16
TXNDC12|51060,4054.384,2007.4934
TXNDC15|79770,3677.0255,1269.3893
TXNDC16|57544,756.9367,314.7246
TXNDC17|84817,5075.7159,823.3571
TXNDC2|84203,0,1.8734
TXNDC3|51314,2.2198,2.248
TXNDC5|81567,10643.4295,4643.3983
TXNDC6|347736,2.2198,46.0847
TXNDC8|255220,0,0
TXNDC9|10190,1921.1987,720.8692
TXNIP|10628,3192.0089,29453.728
TXNL1|9352,4109.8779,1246.909
TXNL4A|10907,905.6604,921.6935
TXNL4B|54957,509.434,208.3177
TXNRD1|7296,12496.1154,3653.8029
TXNRD2|10587,356.2708,790.1836
TXNRD3IT1|645840,224.1953,169.3518
TXN|7295,10558.2686,2470.2136
TYK2|7297,519.4229,1269.3893
TYMP|1890,1690.3441,2316.2233
TYMS|7298,1029.9556,60.2735
TYRO3|7301,147.6138,267.1413
TYROBP|7305,2764.7059,9662.7951
TYRP1|7306,5.5494,81.3039
TYR|7299,0,0
TYSND1|219743,711.4317,493.0686
TYW1B|441250,31.0766,32.2218
TYW1|55253,271.9201,318.0967
TYW3|127253,645.0943,484.2525
T|6862,1.1099,0.3747
U2AF1L4|199746,202.9856,138.7823
U2AF1|7307,1416.2042,1249.157
U2AF2|11338,3790.2331,2524.541
UACA|55075,872.364,932.559
UAP1L1|91373,120.9767,513.6755
UAP1|6675,1519.4229,734.3574
UBA1|7317,3264.1509,6097.4148
UBA2|10054,6044.3951,2049.8314
UBA3|9039,1211.9867,1136.7553
UBA52|7311,15388.4573,11206.4444
UBA5|79876,988.9012,558.2615
UBA6|55236,669.2564,539.5279
UBA7|7318,502.7747,1203.447
UBAC1|10422,622.6415,888.3477
UBAC2|337867,1871.1987,1322.5178
UBAP1|51271,1862.3751,1911.2027
UBAP2L|9898,1995.5605,2046.834
UBAP2|55833,371.8091,635.444
UBASH3A|53347,34.4062,10.1161
UBASH3B|84959,92.1199,1788.3102
UBB|7314,27791.343,24062.1956
UBC|7316,40537.1809,29019.1083
UBD|10537,2193.1188,37.0925
UBE2A|7319,6779.1343,1551.5174
UBE2B|7320,2688.1243,1957.662
UBE2CBP|90025,163.1521,59.9475
UBE2C|11065,1821.3097,14.9869
UBE2D1|7321,943.3962,527.9131
UBE2D2|7322,3691.4539,1695.0169
UBE2D3|7323,7425.0832,7086.1746
UBE2D4|51619,235.6493,434.5073
UBE2DNL|100131816,0,0
UBE2E1|7324,2082.131,1440.9891
UBE2E2|7325,267.4806,604.7209
UBE2E3|10477,2314.0954,787.5609
UBE2F|140739,1120.9767,668.7898
UBE2G1|7326,1004.4395,831.3975
UBE2G2|7327,1025.5272,1884.9756
UBE2H|7328,1986.6815,794.6797
UBE2I|7329,1966.7037,1470.9629
UBE2J1|51465,1829.0788,2016.8602
UBE2J2|118424,1349.6115,997.752
UBE2K|3093,1527.192,1479.2057
UBE2L3|7332,1528.3019,1809.2919
UBE2L6|9246,7731.4095,3306.4818
UBE2MP1|606551,152.0533,90.296
UBE2M|9040,2052.1643,1242.7876
UBE2NL|389898,15.5383,2.248
UBE2N|7334,5691.4539,1872.9861
UBE2O|63893,471.6981,411.39
UBE2Q1|55585,1351.8313,1700.6369
UBE2Q2P1|388165,3.3296,3.7467
UBE2Q2|92912,1355.1609,1157.3623
UBE2QL1|134111,5.5494,10.4908
UBE2R2|54926,2025.5272,1832.8962
UBE2S|27338,986.6815,182.84
UBE2T|29089,1670.3663,30.3484
UBE2U|148581,0,0
UBE2V1|7335,3532.7525,2269.1982
UBE2V2|7336,2437.2919,646.6842
UBE2W|55284,1935.6271,890.9704
UBE2Z|65264,2359.6004,2050.9554
UBE3A|7337,910.0888,1331.9595
UBE3B|89910,613.7625,1078.3065
UBE3C|9690,1618.202,1692.3942
UBE4A|9354,926.7481,1082.4279
UBE4B|10277,617.0921,881.6036
UBFD1|56061,1302.9967,583.3646
UBIAD1|29914,559.3785,551.8921
UBL3|5412,1331.8535,3417.7595
UBL4A|8266,2114.3174,1192.9562
UBL4B|164153,1.1099,0.7493
UBL5|59286,8228.6349,2629.4492
UBL7|84993,520.5327,1171.5999
UBLCP1|134510,1277.4695,857.9993
UBN1|29855,362.9301,949.7939
UBN2|254048,298.5572,228.1753
UBOX5|22888,216.3596,348.4451
UBP1|7342,623.7514,1234.9194
UBQLN1|29979,2532.7414,2763.2072
UBQLN2|29978,621.5316,1122.5178
UBQLN3|50613,0,0
UBQLN4|56893,1034.4062,922.8175
UBQLNL|143630,1.1099,4.8707
UBR1|197131,278.5794,606.2196
UBR2|23304,822.4195,540.2773
UBR3|130507,1034.4062,817.16
UBR4|23352,1355.1609,1704.009
UBR5|51366,1655.9378,1011.2402
UBR7|55148,1945.616,909.704
UBTD1|80019,299.667,1532.4091
UBTD2|92181,1309.6559,606.5942
UBTFL1|642623,0,0
UBTF|7343,2007.7691,2048.3327
UBXN10|127733,15.5383,520.045
UBXN11|91544,567.1476,751.967
UBXN1|51035,1009.9889,2698.3889
UBXN2A|165324,597.1143,219.5579
UBXN2B|137886,512.7636,663.5444
UBXN4|23190,5897.8912,2321.8434
UBXN6|80700,1425.0832,2467.9655
UBXN7|26043,157.6027,112.027
UBXN8|7993,247.5028,246.5343
UCA1|652995,0,1.4987
UCHL1|7345,5597.1143,85.4253
UCHL3|7347,295.2275,252.529
UCHL5|51377,877.4695,350.3559
UCK1|83549,572.697,919.0708
UCK2|7371,1249.7225,59.1982
UCKL1AS|100113386,8.2908,32.6752
UCKL1|54963,997.7469,484.3387
UCMA|221044,0,0
UCN2|90226,8.879,0
UCN3|114131,0,37.4672
UCN|7349,16.6482,4.8707
UCP1|7350,0,0
UCP2|7351,988.9012,2719.7452
UCP3|7352,7.7691,9.3668
UEVLD|55293,138.7347,208.6924
UFC1|51506,3561.5982,2591.6073
UFD1L|7353,2246.3929,1000.7419
UFM1|51569,2196.4484,1979.7677
UFSP1|402682,38.8457,39.7152
UFSP2|55325,537.0588,524.4286
UGCG|7357,225.3052,373.9228
UGDH|7358,1827.9689,874.1102
UGGT1|56886,1011.0988,1184.7134
UGGT2|55757,235.2941,217.3099
UGP2|7360,4684.7947,3068.9397
UGT1A10|54575,2.8968,4.6647
UGT1A1|54658,73.3185,0
UGT1A3|54659,49.1898,0
UGT1A4|54657,1.8535,0
UGT1A5|54579,0,0
UGT1A6|54578,18822.4972,58.6699
UGT1A7|54577,26.6815,0
UGT1A8|54576,0,0
UGT1A9|54600,2075.727,9.7302
UGT2A1|10941,14.4284,8.9921
UGT2A3|79799,0,8.2428
UGT2B10|7365,0,0
UGT2B11|10720,0,0.3747
UGT2B15|7366,1.1099,1.4987
UGT2B28|54490,0,0
UGT2B4|7363,0,30.7231
UGT2B7|7364,1.1099,37.0925
UGT3A1|133688,0,2.6227
UGT3A2|167127,5.5494,1.124
UGT8|7368,8.879,37.4672
UHMK1|127933,324.0844,196.3282
UHRF1BP1L|23074,392.8968,445.8599
UHRF1BP1|54887,411.7758,551.8921
UHRF1|29128,149.8335,2.248
UHRF2|115426,859.0455,343.5744
UIMC1|51720,569.3674,331.5849
ULBP1|80329,24.4173,25.4777
ULBP2|80328,23.3074,55.4515
ULBP3|79465,63.263,20.9816
ULK1|8408,510.5438,764.3312
ULK2|9706,95.4495,571.375
ULK3|25989,396.2264,500.562
ULK4|54986,41.0655,98.1641
UMODL1|89766,81.0211,4.4961
UMOD|7369,0,207.5684
UMPS|7372,1198.6681,475.8336
UNC119B|84747,471.6981,1041.9633
UNC119|9094,922.3085,464.9682
UNC13A|23025,307.4362,5.9948
UNC13B|10497,547.1698,2828.0255
UNC13C|440279,0,1.8734
UNC13D|201294,255.2719,2746.7216
UNC45A|55898,951.1654,1698.0142
UNC45B|146862,1.1099,75.6838
UNC50|25972,1378.4684,920.1948
UNC5A|90249,5.5494,19.483
UNC5B|219699,257.4917,1412.1394
UNC5CL|222643,22.1976,16.1409
UNC5C|8633,13.3185,11.9895
UNC5D|137970,0,1.4987
UNC80|285175,95.4495,4.8707
UNC93A|54346,62.1532,0
UNC93B1|81622,473.9179,2669.5392
UNCX|340260,0,0
UNG|7374,2112.0977,545.8973
UNKL|64718,158.7347,256.2795
UNK|85451,1564.9279,734.3574
UOX|391051,0,1.4987
UPB1|51733,8.879,17.6096
UPF0639|400224,0,1.8734
UPF1|5976,800.222,1961.4088
UPF2|26019,372.919,435.7437
UPF3A|65110,359.6004,393.0311
UPF3B|65109,609.323,102.2855
UPK1A|11045,64.5061,1.124
UPK1B|7348,4.4395,4.4961
UPK2|7379,17.758,1.8734
UPK3A|7380,3.3296,1.4987
UPK3BL|100134938,419.5006,130.6294
UPK3B|80761,53.2741,3856.1259
UPP1|7378,813.5405,1448.8572
UPP2|151531,0,2.248
UPRT|139596,187.5694,355.9386
UQCC|55245,1170.9212,671.4125
UQCR10|29796,3722.5305,1824.6534
UQCR11|10975,4743.6182,2278.0067
UQCRB|7381,11033.2963,3542.1506
UQCRC1|7384,3715.8713,3167.1038
UQCRC2|7385,7125.4162,3368.3027
UQCRFS1|7386,3659.2675,1756.4631
UQCRHL|440567,1700.333,372.4241
UQCRH|7388,6190.899,1723.1173
UQCRQ|27089,8116.5372,1846.3844
URB1|9875,398.4462,441.6186
URB2|9816,188.6792,179.8426
URGCP|55665,348.5017,825.7774
URM1|81605,1085.4606,1488.5725
UROC1|131669,2.2198,1.4987
UROD|7389,3192.0089,1828.7748
UROS|7390,407.3252,708.1304
USE1|55850,596.0044,361.9333
USF1|7391,1891.232,1026.9764
USF2|7392,1785.7936,3300.1124
USH1C|10083,1.1099,5.2454
USH1G|124590,7.7691,1.4987
USH2A|7399,0,1.8734
USHBP1|83878,18.8679,278.7561
USMG5|84833,2301.8868,964.7808
USO1|8615,1597.1143,1794.305
USP10|9100,1294.1176,1099.6628
USP11|8237,1265.2608,2088.7973
USP12|219333,135.4051,405.0206
USP13|8975,95.4495,623.4545
USP14|9097,1273.03,952.042
USP15|9958,2073.2519,1011.2402
USP16|10600,770.2553,961.0341
USP17L2|377630,0,0
USP17L6P|391622,0,0
USP17|391627,0,0
USP18|11274,259.7114,340.9517
USP19|10869,344.0622,1284.0015
USP1|7398,1220.8657,873.3608
USP20|10868,223.0855,553.3908
USP21|27005,429.5228,396.4031
USP22|23326,3648.1687,3602.8475
USP24|23358,488.3463,821.6561
USP25|29761,416.2042,1322.9674
USP26|83844,0,0
USP27X|389856,31.0766,201.9483
USP28|57646,573.8069,294.4923
USP29|57663,0,0
USP2|9099,9.9889,128.8872
USP30|84749,613.7625,500.562
USP31|57478,625.9711,214.6871
USP32|84669,593.7847,982.0157
USP33|23032,1864.5949,1336.4556
USP34|9736,559.3785,1285.8749
USP35|57558,61.0433,98.9135
USP36|57602,268.5905,758.7111
USP37|57695,732.5194,270.888
USP38|84640,492.7858,760.5845
USP39|10713,2497.2253,1052.8288
USP3|9960,266.293,546.2533
USP40|55230,1499.4451,738.8535
USP42|84132,110.9878,223.3046
USP43|124739,45.505,102.2855
USP44|84101,6.6593,175.7212
USP45|85015,330.7436,149.1195
USP46|64854,316.3152,312.4766
USP47|55031,503.8846,1323.3421
USP48|84196,1389.5671,741.1015
USP49|25862,29.9667,4.8707
USP4|7375,276.3596,1311.7272
USP50|373509,0,0
USP51|158880,56.6038,66.6916
USP53|54532,239.7336,1070.0637
USP54|159195,271.9201,1436.1184
USP5|8078,2174.2508,1649.6815
USP6NL|9712,430.6326,409.142
USP6|9098,19.9778,26.2271
USP7|7874,1264.1509,1476.9577
USP8|9101,675.7714,1001.2064
USP9X|8239,1601.5538,2076.8078
USP9Y|8287,49.9445,0
USPL1|10208,216.4262,331.2102
UST|10090,1077.6915,535.4065
UTF1|8433,0,0.7493
UTP11L|51118,1058.8235,545.148
UTP14A|10813,631.5205,309.1045
UTP14C|9724,652.6082,850.8805
UTP15|84135,256.3818,177.9693
UTP18|51096,1418.424,873.3608
UTP20|27340,847.9467,297.115
UTP23|84294,855.7159,461.5961
UTP3|57050,297.4473,668.4151
UTP6|55813,1465.0388,567.6283
UTRN|7402,958.9345,2485.2004
UTS2D|257313,1.1099,4.8707
UTS2R|2837,0,0
UTS2|10911,2.2198,14.024
UTY|7404,48.8346,1.124
UVRAG|7405,287.4584,745.5976
UXS1|80146,1032.1865,1907.8306
UXT|8409,2534.3618,1400.9442
VAC14|55697,709.212,1406.894
VAMP1|6843,124.3063,61.8097
VAMP2|6844,619.3119,3082.8025
VAMP3|9341,2739.1787,4244.2862
VAMP4|8674,825.7492,672.1619
VAMP5|10791,1199.778,2007.1188
VAMP7|6845,1421.7536,1206.0697
VAMP8|8673,8003.3296,6037.0925
VANGL1|81839,352.9412,295.2417
VANGL2|57216,37.7358,207.1937
VAPA|9218,2965.5938,5287.7482
VAPB|9217,2107.6582,780.8168
VARS2|57176,582.6859,569.5017
VARS|7407,1509.434,1451.48
VASH1|22846,238.424,947.6021
VASH2|79805,77.6915,13.1135
VASN|114990,154.273,943.7992
VASP|7408,2527.192,5052.4541
VAT1L|57687,88.7902,11.2402
VAT1|10493,1694.7836,12033.3458
VAV1|7409,142.0644,812.6639
VAV2|7410,61.0433,672.1619
VAV3|10451,1110.9878,194.0802
VAX1|11023,0,0
VAX2|25806,5.5494,3.7467
VBP1|7411,3645.9489,904.0839
VCAM1|7412,411.7647,159.2357
VCAN|1462,2543.8402,1142.7501
VCL|7414,1330.7436,3167.4785
VCPIP1|80124,546.0599,592.7314
VCP|7415,6021.0877,5622.3305
VCX2|51480,5.5494,0
VCX3A|51481,1.1099,0.3747
VCX3B|425054,2.2198,0
VCX|26609,2.2198,0
VCY|9084,0,0
VDAC1|7416,4170.9212,2524.9157
VDAC2|7417,2046.6149,1485.2004
VDAC3|7419,8900.111,1414.0127
VDR|7421,196.4484,742.2256
VEGFA|7422,2714.7614,2282.5028
VEGFB|7423,1302.9967,3093.668
VEGFC|7424,77.6915,197.4522
VENTXP1|139538,0,0
VENTXP7|391518,0,0
VENTX|27287,16.6482,20.2323
VEPH1|79674,16.6482,1195.5789
VEZF1|7716,1346.2819,1624.5785
VEZT|55591,1841.2875,1198.2016
VGF|7425,439.5117,1.124
